handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
HillaryClinton,"Very big of you, @MarcoRubio. #RNCinCLE https://t.co/1aVwsiIRpK","Very big of you, MarcoRubio. RNCinCLE ",6,Neutral,False,,2016-07-21 01:32:47,2016-07-21,01:32:47,en,2822,6262
realDonaldTrump,Thank you to Governor @ScottWalker for such warm support. Great speech!,Thank you to Governor ScottWalker for such warm support. Great speech!,11,Positive,False,,2016-07-21 01:24:26,2016-07-21,01:24:26,en,4397,19757
realDonaldTrump,Thank you @IngrahamAngle! #AmericaFirst https://t.co/cv3I3xRSOK,Thank you IngrahamAngle! AmericaFirst ,4,Positive,False,,2016-07-21 01:08:33,2016-07-21,01:08:33,en,9919,27997
HillaryClinton,"Neo-Nazis, white supremacists, and anti-Semites: three groups @realDonaldTrump is bringing together.
https://t.co/I4aaPQgqbn","Neo-Nazis, white supremacists, and anti-Semites: three groups realDonaldTrump is bringing together.",11,Negative,False,,2016-07-21 01:02:48,2016-07-21,01:02:48,en,4698,6986
realDonaldTrump,"#AmericaFirst #RNCinCLE 
https://t.co/PvdTA8HTCC",AmericaFirst RNCinCLE ,2,Neutral,False,,2016-07-21 00:50:21,2016-07-21,00:50:21,und,4875,13162
HillaryClinton,"Aplaudo al 5to Circuito por bloquear la ley de ID del votante en Texas, de las más restrictivas. Facilitemos el voto, no lo dificultemos.-H","Aplaudo al 5to Circuito por bloquear la ley de ID del votante en Texas, de las más restrictivas. Facilitemos el voto, no lo dificultemos.-H",24,Negative,True,Hillary_esp,2016-07-21 00:31:59,2016-07-21,00:31:59,es,490,1096
HillaryClinton,Fact check: The #RNCinCLE speakers are lying to America—at least 67 times so far. https://t.co/KlfQ71l6Tn,Fact check: The RNCinCLE speakers are lying to America—at least 67 times so far. ,14,Negative,False,,2016-07-21 00:09:30,2016-07-21,00:09:30,en,2180,3368
realDonaldTrump,"Watching the #GOPConvention
#AmericaFirst #RNCinCLE",Watching the GOPConventionAmericaFirst RNCinCLE,4,Neutral,False,,2016-07-20 23:49:18,2016-07-20,23:49:18,en,2819,12678
HillaryClinton,Hillary on the passing of Rep. Mark Takai. https://t.co/wzVKFaUF1y,Hillary on the passing of Rep. Mark Takai. ,8,Neutral,False,,2016-07-20 23:39:32,2016-07-20,23:39:32,en,745,2183
HillaryClinton,"I applaud the 5th Circuit for blocking Texas's voter ID law—one of the most restrictive in America. Let's make voting easier, not harder. -H","I applaud the 5th Circuit for blocking Texas's voter ID law—one of the most restrictive in America. Let's make voting easier, not harder. -H",24,Positive,False,,2016-07-20 23:20:45,2016-07-20,23:20:45,en,3699,9973
HillaryClinton,"Whose rights has Mike Pence restricted?
✓Women
✓Immigrants
✓LGBT people https://t.co/mpWiUDRvxM",Whose rights has Mike Pence restricted?✓Women✓Immigrants✓LGBT people ,7,Neutral,False,,2016-07-20 22:53:09,2016-07-20,22:53:09,en,3452,5594
HillaryClinton,Trump or Pence: Who said it worse? It's a close call. https://t.co/1SgYUICguz,Trump or Pence: Who said it worse? It's a close call. ,11,Negative,False,,2016-07-20 22:17:04,2016-07-20,22:17:04,en,936,1864
HillaryClinton,What our president says matters. We can't let @realDonaldTrump's hateful words speak for us. https://t.co/L8WymYbvls,What our president says matters. We can't let realDonaldTrump's hateful words speak for us. ,14,Positive,False,,2016-07-20 21:05:01,2016-07-20,21:05:01,en,3037,7282
HillaryClinton,"This week in 1848, the Seneca Falls Convention declared that women deserve equal rights.

168 years later... https://t.co/h0TXCr4Rn4","This week in 1848, the Seneca Falls Convention declared that women deserve equal rights.168 years later... ",16,Neutral,False,,2016-07-20 20:16:10,2016-07-20,20:16:10,en,5679,8618
HillaryClinton,.@HillaryClinton is committed to working to overturn disastrous #CitizensUnited decision within her first 30 days. https://t.co/muBPctGK0s,.HillaryClinton is committed to working to overturn disastrous CitizensUnited decision within her first 30 days. ,15,Negative,True,SenGillibrand,2016-07-20 19:36:13,2016-07-20,19:36:13,en,819,1993
HillaryClinton,"Last night's #RNCinCLE theme: ""Make America Work* Again""

*Instructions not included https://t.co/r1sIlw7XFY","Last night's RNCinCLE theme: ""Make America Work* Again""*Instructions not included ",10,Neutral,False,,2016-07-20 19:11:00,2016-07-20,19:11:00,en,1176,2830
realDonaldTrump,John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!,John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!,21,Positive,False,,2016-07-20 18:48:11,2016-07-20,18:48:11,en,5038,20143
HillaryClinton,"Le presentamos ¡Hillary en español!, una nueva cuenta para compartirles información sobre esta campaña presidencial. https://t.co/lBv55XOiox","Le presentamos ¡Hillary en español!, una nueva cuenta para compartirles información sobre esta campaña presidencial. ",15,Neutral,True,Hillary_esp,2016-07-20 18:34:01,2016-07-20,18:34:01,es,1407,2092
HillaryClinton,"Trump says he'd run the U.S. like his businesses.

Which pretty much means letting America go bankrupt. https://t.co/2aEDjaNX0M",Trump says he'd run the U.S. like his businesses.Which pretty much means letting America go bankrupt. ,16,Positive,False,,2016-07-20 17:46:01,2016-07-20,17:46:01,en,2577,4936
realDonaldTrump,"STATEMENT ON MELANIA SPEECH
https://t.co/uzBOm21Pug",STATEMENT ON MELANIA SPEECH,4,Neutral,False,,2016-07-20 17:02:19,2016-07-20,17:02:19,en,6403,18497
HillaryClinton,"""I will bring people together."" —@realDonaldTrump

Yeah, we don't think so.
https://t.co/ckcYkBz8Tx","""I will bring people together."" —realDonaldTrumpYeah, we don't think so.",10,Neutral,False,,2016-07-20 16:30:07,2016-07-20,16:30:07,en,2708,5026
realDonaldTrump,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,20,Neutral,False,,2016-07-20 15:36:06,2016-07-20,15:36:06,en,120817,247883
realDonaldTrump,Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,25,Positive,False,,2016-07-20 15:31:15,2016-07-20,15:31:15,en,13291,51544
HillaryClinton,"""He won me over with that Mexican rapist speech."" —Ann Coulter on Donald Trump https://t.co/GTNOhKYMA2","""He won me over with that Mexican rapist speech."" —Ann Coulter on Donald Trump ",14,Negative,False,,2016-07-20 15:03:13,2016-07-20,15:03:13,en,1938,3176
HillaryClinton,"Trump doesn't represent us or our values. Join the 100,000 people who have already signed our letter if you agree: https://t.co/1ftZ6mCAHZ","Trump doesn't represent us or our values. Join the 100,000 people who have already signed our letter if you agree: ",20,Positive,False,,2016-07-20 14:22:32,2016-07-20,14:22:32,en,1191,3049
HillaryClinton,"Five disturbing things the GOP officially stands for (yes, in 2016): https://t.co/YpwVUr5Fow","Five disturbing things the GOP officially stands for (yes, in 2016): ",11,Negative,False,,2016-07-20 13:03:46,2016-07-20,13:03:46,en,1762,2909
realDonaldTrump,"In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!","In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!",22,Neutral,False,,2016-07-20 12:51:58,2016-07-20,12:51:58,en,5831,25271
realDonaldTrump,Bill Hemmer of @FoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,Bill Hemmer of FoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,21,Positive,False,,2016-07-20 12:47:56,2016-07-20,12:47:56,en,3465,15349
HillaryClinton,"On the #RNCinCLE's ""economy night,"" here's everything we learned about Donald Trump's economic plan: https://t.co/GI51bfZtQS","On the RNCinCLE's ""economy night,"" here's everything we learned about Donald Trump's economic plan: ",14,Neutral,False,,2016-07-20 11:59:33,2016-07-20,11:59:33,en,2816,5248
realDonaldTrump,"Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!","Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!",21,Positive,False,,2016-07-20 10:18:17,2016-07-20,10:18:17,en,6580,38033
HillaryClinton,"So...what exactly did we learn tonight about Donald Trump's economic plan? #RNCinCLE
https://t.co/GI51bfHSsi",So...what exactly did we learn tonight about Donald Trump's economic plan? RNCinCLE,12,Neutral,False,,2016-07-20 03:09:24,2016-07-20,03:09:24,en,4525,8498
HillaryClinton,"Yeah, Donald Trump has been a real gem to working women. #RNCinCLE https://t.co/LmUZI1J8KQ","Yeah, Donald Trump has been a real gem to working women. RNCinCLE ",12,Positive,False,,2016-07-20 02:54:40,2016-07-20,02:54:40,en,2839,5145
HillaryClinton,It's not brain surgery: Republicans tend to be a bit more truth-y when the presidency isn't on the line. #RNCinCLE https://t.co/LX3y5Iq7p7,It's not brain surgery: Republicans tend to be a bit more truth-y when the presidency isn't on the line. RNCinCLE ,20,Neutral,False,,2016-07-20 02:37:10,2016-07-20,02:37:10,en,4214,11588
HillaryClinton,"If Donald Trump wants to make America great again, he should start by actually making things in America.
https://t.co/kKeJadUVce","If Donald Trump wants to make America great again, he should start by actually making things in America.",18,Positive,False,,2016-07-20 02:33:50,2016-07-20,02:33:50,en,6752,12971
HillaryClinton,"You're too kind, @SenCapito. #RNCinCLE https://t.co/Onui0YFCNh","You're too kind, SenCapito. RNCinCLE ",5,Positive,False,,2016-07-20 02:23:47,2016-07-20,02:23:47,en,2439,6836
HillaryClinton,"Donald Trump's record of success.

 #RNCinCLE https://t.co/43UGZQfsUA",Donald Trump's record of success. RNCinCLE ,6,Positive,True,TheBriefing2016,2016-07-20 02:17:05,2016-07-20,02:17:05,en,3776,4455
HillaryClinton,"Lots of talk of ""talent and drive"" about someone who repeatedly drives his businesses into the ground. #RNCinCLE https://t.co/ZpbJL2BgXv","Lots of talk of ""talent and drive"" about someone who repeatedly drives his businesses into the ground. RNCinCLE ",18,Positive,False,,2016-07-20 02:15:54,2016-07-20,02:15:54,en,8544,6943
HillaryClinton,"This small business owner sold Donald Trump pianos for his Atlantic City casino.

Trump stiffed him for the payment. https://t.co/i51CBQ9lKM",This small business owner sold Donald Trump pianos for his Atlantic City casino.Trump stiffed him for the payment. ,18,Neutral,False,,2016-07-20 02:04:24,2016-07-20,02:04:24,en,4722,6004
HillaryClinton,"If you think Chris Christie can lecture anyone on ethics, we have a bridge to sell you. https://t.co/c1nkZojJFL #RNCinCLE","If you think Chris Christie can lecture anyone on ethics, we have a bridge to sell you.  RNCinCLE",18,Neutral,False,,2016-07-20 01:54:53,2016-07-20,01:54:53,en,15844,27091
HillaryClinton,"Not according to your anti-woman, anti-LGBT, anti-immigrant @GOP platform. #RNCinCLE https://t.co/I2W1cvyrrQ","Not according to your anti-woman, anti-LGBT, anti-immigrant GOP platform. RNCinCLE ",10,Neutral,False,,2016-07-20 01:50:52,2016-07-20,01:50:52,en,11242,22530
HillaryClinton,"The Republican Party platform is so hateful, you'd think Donald Trump wrote it himself. https://t.co/AC4VPRtY4M","The Republican Party platform is so hateful, you'd think Donald Trump wrote it himself. ",14,Negative,False,,2016-07-20 01:25:10,2016-07-20,01:25:10,en,2903,5658
HillaryClinton,But @SpeakerRyan still endorses Donald Trump for president anyway. #RNCinCLE https://t.co/Gun1FF38hZ,But SpeakerRyan still endorses Donald Trump for president anyway. RNCinCLE ,10,Positive,True,TheBriefing2016,2016-07-20 01:21:26,2016-07-20,01:21:26,en,1142,1671
HillaryClinton,"Mitch McConnell had a much different tune about @HillaryClinton before she ran for president. #RNCinCLE
https://t.co/ny7SUg3Ux9",Mitch McConnell had a much different tune about HillaryClinton before she ran for president. RNCinCLE,15,Neutral,True,TheBriefing2016,2016-07-20 01:17:50,2016-07-20,01:17:50,en,1413,2013
HillaryClinton,Senator McConnell can be very complimentary—when you're not on the ballot. #RNCinCLE https://t.co/RA9bCeaDht,Senator McConnell can be very complimentary—when you're not on the ballot. RNCinCLE ,12,Neutral,False,,2016-07-20 01:10:17,2016-07-20,01:10:17,en,2417,5060
HillaryClinton,"Your potential next president doesn't think filing for bankruptcy is a bad thing.
https://t.co/90wQovS9A4",Your potential next president doesn't think filing for bankruptcy is a bad thing.,13,Negative,False,,2016-07-20 00:41:33,2016-07-20,00:41:33,en,2224,3901
realDonaldTrump,Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,26,Positive,False,,2016-07-19 23:52:59,2016-07-19,23:52:59,en,41461,129198
HillaryClinton,Let's do this. https://t.co/DtYYBDTWE6,Let's do this. ,3,Neutral,False,,2016-07-19 23:30:29,2016-07-19,23:30:29,en,7854,18436
HillaryClinton,"Donald Trump is literally the Republican nominee for president. 
https://t.co/QOtLYcwa1l",Donald Trump is literally the Republican nominee for president. ,9,Neutral,True,literally_trump,2016-07-19 23:29:33,2016-07-19,23:29:33,en,380,838
HillaryClinton,Donald Trump just became the Republican nominee. Chip in now to make sure he never steps foot in the Oval Office. https://t.co/GjshXP4BAG,Donald Trump just became the Republican nominee. Chip in now to make sure he never steps foot in the Oval Office. ,21,Positive,False,,2016-07-19 23:15:56,2016-07-19,23:15:56,en,1921,3769
HillaryClinton,"On this day in 1984, @TheDemocrats nominated Geraldine Ferraro—the first woman VP nominee on a major party ticket. https://t.co/DzB7PdyABY","On this day in 1984, TheDemocrats nominated Geraldine Ferraro—the first woman VP nominee on a major party ticket. ",18,Positive,False,,2016-07-19 22:47:48,2016-07-19,22:47:48,en,2474,7937
HillaryClinton,"Text VOTE to 47246, register to vote, and make sure he never becomes president. https://t.co/o91O4APs8k","Text VOTE to 47246, register to vote, and make sure he never becomes president. ",14,Positive,True,HFA,2016-07-19 22:34:57,2016-07-19,22:34:57,en,1001,1612
HillaryClinton,We watched the first night of the #RNCinCLE so you didn't have to. Some of the worst of what we heard: https://t.co/8AGAgdtguz,We watched the first night of the RNCinCLE so you didn't have to. Some of the worst of what we heard: ,21,Negative,False,,2016-07-19 22:15:48,2016-07-19,22:15:48,en,1049,2161
realDonaldTrump,The ROLL CALL is beginning at the Republican National Convention. Very exciting!,The ROLL CALL is beginning at the Republican National Convention. Very exciting!,12,Positive,False,,2016-07-19 22:12:56,2016-07-19,22:12:56,en,4213,21781
HillaryClinton,"Live from HQ: @BrynneCraig, @LorellaPraeli, and @JessLivMo introduce our 3 Million Stronger voter registration goal: https://t.co/7jW5sbh6Hp","Live from HQ: BrynneCraig, LorellaPraeli, and JessLivMo introduce our 3 Million Stronger voter registration goal: ",15,Positive,False,,2016-07-19 21:21:54,2016-07-19,21:21:54,en,434,1271
HillaryClinton,"1973: 
 
Donald Trump is sued for housing discrimination.
Hillary begins her career at the Children's Defense Fund. https://t.co/mE1p5ac3yw",1973:  Donald Trump is sued for housing discrimination.Hillary begins her career at the Children's Defense Fund. ,16,Positive,False,,2016-07-19 20:45:07,2016-07-19,20:45:07,en,2722,4909
realDonaldTrump,"#MakeAmericaWorkAgain 
#TrumpPence16 #RNCinCLE 
https://t.co/bsUp4MSysD https://t.co/mYBjp03XYf",MakeAmericaWorkAgain TrumpPence16 RNCinCLE  ,3,Neutral,False,,2016-07-19 20:38:20,2016-07-19,20:38:20,und,8085,21248
HillaryClinton,Just 10 minutes left to finish reading Trump's lawsuits. Think we can make it? Tune in now: https://t.co/uEDYLIKkFk https://t.co/jpZ1a750Sx,Just 10 minutes left to finish reading Trump's lawsuits. Think we can make it? Tune in now:  ,17,Negative,False,,2016-07-19 20:04:41,2016-07-19,20:04:41,en,1050,2678
realDonaldTrump,"#MakeAmericaWorkAgain
#TrumpPence16 #RNCinCLE 
https://t.co/xlB2C1cpKp https://t.co/5Kv03luMZW",MakeAmericaWorkAgainTrumpPence16 RNCinCLE  ,2,Neutral,False,,2016-07-19 19:34:40,2016-07-19,19:34:40,und,8181,21430
HillaryClinton,"""He's built his empire on other people's backs."" —A small business owner who Donald Trump still owes $30,000
https://t.co/i51CBQqWCk","""He's built his empire on other people's backs."" —A small business owner who Donald Trump still owes $30,000",18,Neutral,False,,2016-07-19 19:19:57,2016-07-19,19:19:57,en,3307,5127
HillaryClinton,"2,016 and counting: We're reading thousands of lawsuits involving @realDonaldTrump live on Facebook. https://t.co/uEDYLIKkFk","2,016 and counting: We're reading thousands of lawsuits involving realDonaldTrump live on Facebook. ",13,Negative,False,,2016-07-19 18:40:29,2016-07-19,18:40:29,en,1248,2938
HillaryClinton,"EN VIVO: Trump ha estado involucrado en más de 5,500 demandas. Vamos a intentar leerlas todas en 4 horas: https://t.co/zYr4XbPwv2","EN VIVO: Trump ha estado involucrado en más de 5,500 demandas. Vamos a intentar leerlas todas en 4 horas: ",19,Positive,True,Jorge_Silva,2016-07-19 18:04:13,2016-07-19,18:04:13,es,241,506
HillaryClinton,"We think Trump's been involved in more than 5,500 lawsuits. We're going to try and read them all in 4 hours: https://t.co/uEDYLIKkFk","We think Trump's been involved in more than 5,500 lawsuits. We're going to try and read them all in 4 hours: ",21,Negative,False,,2016-07-19 16:18:58,2016-07-19,16:18:58,en,2257,5160
HillaryClinton,"""Nothing is more ridiculous than Trump's claim that he's the enemy of Wall Street."" —@BarneyFrank
https://t.co/AXnllFHCTL","""Nothing is more ridiculous than Trump's claim that he's the enemy of Wall Street."" —BarneyFrank",15,Negative,False,,2016-07-19 15:13:18,2016-07-19,15:13:18,en,2374,4927
HillaryClinton,"We’re going to enfranchise as many Americans as possible, and we're going to win. Join us: https://t.co/ydtr1uvO1o
https://t.co/TIueo6853B","We’re going to enfranchise as many Americans as possible, and we're going to win. Join us: ",16,Positive,False,,2016-07-19 14:07:20,2016-07-19,14:07:20,en,3142,5862
realDonaldTrump,"""@RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""","""RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""",25,Positive,False,,2016-07-19 13:36:43,2016-07-19,13:36:43,en,7373,24721
HillaryClinton,Trump bulldozed his way into this nomination by sowing hate—add your name to tell him that's not who we are. https://t.co/Hmi5wxOXpz,Trump bulldozed his way into this nomination by sowing hate—add your name to tell him that's not who we are. ,20,Neutral,False,,2016-07-19 13:00:47,2016-07-19,13:00:47,en,1234,3146
HillaryClinton,"A small business owner sold Donald Trump pianos for his Atlantic City casino.

Trump stiffed him for the payment.
https://t.co/9LMPenOZue",A small business owner sold Donald Trump pianos for his Atlantic City casino.Trump stiffed him for the payment.,18,Neutral,False,,2016-07-19 12:11:26,2016-07-19,12:11:26,en,5787,8090
realDonaldTrump,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention","It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! GOPConvention",20,Positive,False,,2016-07-19 04:14:11,2016-07-19,04:14:11,en,12819,57041
HillaryClinton,A good reminder. #RNCinCLE https://t.co/h64AePQG0x,A good reminder. RNCinCLE ,4,Positive,False,,2016-07-19 03:20:30,2016-07-19,03:20:30,en,5647,11761
HillaryClinton,"Chip in $1 if you agree we can’t let Trump “win so big.” #RNCinCLE  https://t.co/VEDD5meehC
https://t.co/EKipgiSDky",Chip in $1 if you agree we can’t let Trump “win so big.” RNCinCLE  ,14,Positive,False,,2016-07-19 03:13:05,2016-07-19,03:13:05,en,989,2735
HillaryClinton,@HillaryClinton tells @charlierose Trump is the most dangerous presidential candidate in the history of this country https://t.co/5KfW6MHscR,HillaryClinton tells charlierose Trump is the most dangerous presidential candidate in the history of this country ,16,Negative,True,CBSEveningNews,2016-07-19 03:04:01,2016-07-19,03:04:01,en,3020,5789
HillaryClinton,"Watch out, fog machine rental company. Trump isn't great at paying his invoices. https://t.co/kkyMEEzhKp","Watch out, fog machine rental company. Trump isn't great at paying his invoices. ",13,Negative,True,TheDemocrats,2016-07-19 02:52:53,2016-07-19,02:52:53,en,2155,4373
HillaryClinton,"Ret. Lt. Gen. Flynn thinks that “fear of Muslims is rational."" #RNCinCLE https://t.co/xFaVbCmfxu","Ret. Lt. Gen. Flynn thinks that “fear of Muslims is rational."" RNCinCLE ",12,Neutral,True,TheBriefing2016,2016-07-19 02:45:49,2016-07-19,02:45:49,en,764,1013
HillaryClinton,Literally. #RNCinCLE https://t.co/LgwTgR7rOO,Literally. RNCinCLE ,2,Neutral,True,literally_trump,2016-07-19 02:34:14,2016-07-19,02:34:14,en,536,1068
HillaryClinton,"When @realDonaldTrump makes you mad, chip in to make him…sad! https://t.co/VEDD5mvPGc https://t.co/LJ36UTZeGz","When realDonaldTrump makes you mad, chip in to make him…sad!  ",10,Negative,False,,2016-07-19 02:22:31,2016-07-19,02:22:31,en,1235,2881
HillaryClinton,"Trump took over $100,000 from emergency 9/11 funds for small businesses—for his swanky Wall Street property. https://t.co/fToO6xAchz","Trump took over $100,000 from emergency 9/11 funds for small businesses—for his swanky Wall Street property. ",16,Negative,False,,2016-07-19 02:19:33,2016-07-19,02:19:33,en,3049,3844
HillaryClinton,"Republicans have a lot of nice things to say—when it's not an election year. Thanks, Mayor Giuliani. #RNCinCLE https://t.co/h24PKVqPFE","Republicans have a lot of nice things to say—when it's not an election year. Thanks, Mayor Giuliani. RNCinCLE ",18,Positive,False,,2016-07-19 02:10:05,2016-07-19,02:10:05,en,15969,29485
HillaryClinton,Republicans say the world doesn't respect us. The world disagrees. #RNCinCLE https://t.co/xDCAikvvUo,Republicans say the world doesn't respect us. The world disagrees. RNCinCLE ,11,Negative,False,,2016-07-19 02:06:25,2016-07-19,02:06:25,en,3752,7189
HillaryClinton,Remember when Tom Cotton wrote a letter to the leader of Iran to undermine the Obama admin? https://t.co/AJGnM05Ts6 https://t.co/7aniq60UBT,Remember when Tom Cotton wrote a letter to the leader of Iran to undermine the Obama admin?  ,17,Negative,True,TheBriefing2016,2016-07-19 01:46:56,2016-07-19,01:46:56,en,1588,1627
HillaryClinton,Tonight is no different than every other day in Trumplandia: he has been disparaging our community from day one.,Tonight is no different than every other day in Trumplandia: he has been disparaging our community from day one.,19,Negative,True,lorellapraeli,2016-07-19 01:26:52,2016-07-19,01:26:52,en,561,1497
HillaryClinton,Meet the starting line-up for Team Trump at the #RNCinCLE: https://t.co/RmVXAzOGoR https://t.co/qt5WajUmF6,Meet the starting line-up for Team Trump at the RNCinCLE:  ,10,Neutral,False,,2016-07-19 00:39:43,2016-07-19,00:39:43,en,1617,2722
realDonaldTrump,Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,Will be on OreillyFactor tonight at 8:30pm FoxNews- prior to Melania's speech at the GOPConvention. Tune in- she will do great! RNCinCLE,22,Positive,False,,2016-07-19 00:21:49,2016-07-19,00:21:49,en,2940,14537
HillaryClinton,"""SCOTUS debería aceptar la petición del DOJ para reconsiderar el caso EE.UU v Texas. Mantengamos las familias inmigrantes juntas""- Hillary.","""SCOTUS debería aceptar la petición del DOJ para reconsiderar el caso EE.UU v Texas. Mantengamos las familias inmigrantes juntas""- Hillary.",20,Neutral,True,Jorge_Silva,2016-07-18 23:26:29,2016-07-18,23:26:29,es,264,503
HillaryClinton,"""Donald Trump lost control of his own convention before it even started."" #RNCinCLE
https://t.co/esmsUx29iH","""Donald Trump lost control of his own convention before it even started."" RNCinCLE",13,Negative,False,,2016-07-18 23:16:01,2016-07-18,23:16:01,en,4753,8226
realDonaldTrump,"#MakeAmericaSafeAgain!
#GOPConvention #RNCinCLE 
https://t.co/QniZIsGrG8 https://t.co/Kvq6r6WkQ1",MakeAmericaSafeAgain!GOPConvention RNCinCLE  ,2,Neutral,False,,2016-07-18 23:04:11,2016-07-18,23:04:11,und,8051,20631
HillaryClinton,"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H","With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H",23,Positive,False,,2016-07-18 22:56:16,2016-07-18,22:56:16,en,1480,4047
HillaryClinton,"Lincoln called it ""terrible."" FDR said he hated it.

@realDonaldTrump? ""I love war.""
https://t.co/oHhEojIC1z","Lincoln called it ""terrible."" FDR said he hated it.realDonaldTrump? ""I love war.""",12,Neutral,False,,2016-07-18 22:07:00,2016-07-18,22:07:00,en,3201,5396
HillaryClinton,"Today’s #RNCinCLE theme: “Law and Order.”
https://t.co/CSpr7PgkMS",Today’s RNCinCLE theme: “Law and Order.”,6,Neutral,False,,2016-07-18 21:12:14,2016-07-18,21:12:14,en,2261,4512
realDonaldTrump,Networks other than low ratings @CNN have been very fair and exciting!,Networks other than low ratings CNN have been very fair and exciting!,12,Positive,False,,2016-07-18 20:51:55,2016-07-18,20:51:55,en,4206,16584
realDonaldTrump,".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",".CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",24,Positive,False,,2016-07-18 20:48:00,2016-07-18,20:48:00,en,8351,30226
HillaryClinton,"""I think Hillary will go down as one of the finest secretaries of state we've had."" –@POTUS https://t.co/louCjPXhaZ","""I think Hillary will go down as one of the finest secretaries of state we've had."" –POTUS ",17,Neutral,False,,2016-07-18 20:46:21,2016-07-18,20:46:21,en,1883,5153
HillaryClinton,So this is kind of scary... https://t.co/8t63MRC9x6 https://t.co/qaCWNBd0bq,So this is kind of scary...  ,6,Neutral,True,TheBriefing2016,2016-07-18 19:50:35,2016-07-18,19:50:35,en,969,1466
HillaryClinton,We can't let these two anywhere near the White House. https://t.co/lcvUYk0Fiy,We can't let these two anywhere near the White House. ,10,Neutral,False,,2016-07-18 19:26:29,2016-07-18,19:26:29,en,2432,5415
HillaryClinton,"""No nos representas. Tus ideas no nos representan. Tus valores no nos representan""
Carta abierta a Trump. Firma hoy: https://t.co/LnuTNGzIvs","""No nos representas. Tus ideas no nos representan. Tus valores no nos representan""Carta abierta a Trump. Firma hoy: ",18,Negative,False,,2016-07-18 17:55:03,2016-07-18,17:55:03,es,661,1212
realDonaldTrump,"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!","Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",22,Positive,False,,2016-07-18 17:28:04,2016-07-18,17:28:04,en,6742,29274
HillaryClinton,Commit to vote today to show @realDonaldTrump we're #StrongerTogether: https://t.co/hPtEBqwrKy,Commit to vote today to show realDonaldTrump we're StrongerTogether: ,9,Positive,False,,2016-07-18 17:19:15,2016-07-18,17:19:15,en,855,1974
HillaryClinton,"""I’m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" —Hillary","""I’m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" —Hillary",24,Positive,False,,2016-07-18 17:15:37,2016-07-18,17:15:37,en,1771,5416
HillaryClinton,"""As Dr. King said, 'Our lives begin to end when we become silent about things that matter.' None of can afford to be silent."" —Hillary","""As Dr. King said, 'Our lives begin to end when we become silent about things that matter.' None of can afford to be silent."" —Hillary",25,Neutral,False,,2016-07-18 17:12:41,2016-07-18,17:12:41,en,2261,5050
HillaryClinton,"We're watching the Party of Lincoln become the Party of Trump.

That's not just a loss for our country—it's a threat.",We're watching the Party of Lincoln become the Party of Trump.That's not just a loss for our country—it's a threat.,20,Positive,False,,2016-07-18 17:11:16,2016-07-18,17:11:16,en,1751,4530
realDonaldTrump,"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain 
https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q","Thank you Mahoning County, Ohio! See you soon! MakeAmericaSafeAgain  ",9,Positive,False,,2016-07-18 17:10:39,2016-07-18,17:10:39,en,5007,15475
